[Data]
 R [ m ], Velocity Axial [ m s^-1 ], Velocity Radial [ m s^-1 ], Velocity Circumferential [ m s^-1 ]
   0.02245548000000,   0.49895690000000, 0.0,   0.38272490000000
   0.02258307000000,   0.49631550000000, 0.0,   0.37846130000000
   0.02271065000000,   0.49339870000000, 0.0,   0.37419810000000
   0.02283824000000,   0.49016780000000, 0.0,   0.36993490000000
   0.02296583000000,   0.48658410000000, 0.0,   0.36567130000000
   0.02309342000000,   0.48260890000000, 0.0,   0.36140680000000
   0.02322101000000,   0.47820350000000, 0.0,   0.35714100000000
   0.02334859000000,   0.47332960000000, 0.0,   0.35287320000000
   0.02347618000000,   0.46794670000000, 0.0,   0.34860440000000
   0.02360377000000,   0.46202310000000, 0.0,   0.34432780000000
   0.02373136000000,   0.45549370000000, 0.0,   0.34006770000000
   0.02385894000000,   0.44841820000000, 0.0,   0.33573130000000
   0.02398653000000,   0.44040920000000, 0.0,   0.33165520000000
   0.02411412000000,   0.43289300000000, 0.0,   0.32660630000000
   0.02424171000000,   0.42522900000000, 0.0,   0.32058960000000
   0.02436930000000,   0.41666820000000, 0.0,   0.31385870000000
   0.02449688000000,   0.40696280000000, 0.0,   0.30622790000000
   0.02462447000000,   0.39575870000000, 0.0,   0.29741880000000
   0.02475206000000,   0.38250700000000, 0.0,   0.28699970000000
   0.02487965000000,   0.36628830000000, 0.0,   0.27424790000000
   0.02500724000000,   0.34537840000000, 0.0,   0.25780780000000
   0.02513482000000,   0.31592920000000, 0.0,   0.23465040000000
   0.02526241000000,   0.26500790000000, 0.0,   0.19469960000000
   0.02539000000000,   0.00000000000000, 0.0,   0.0
